CensusTract,State,County,Pop2010,LILATracts_1And10,LALOWI1_10,TractLOWI
48121020503,Texas,Denton County,5726,1,212,2834
48121020504,Texas,Denton County,2804,0,NULL,1530
48121020505,Texas,Denton County,6474,0,506,917
48121020506,Texas,Denton County,1888,0,676,875
48121020601,Texas,Denton County,4906,1,330,2026
48121020602,Texas,Denton County,8716,0,1182,3658
48121020700,Texas,Denton County,3266,0,99,1414
48121020800,Texas,Denton County,5082,1,1937,3754
48121020900,Texas,Denton County,4644,1,1339,1557
48121021000,Texas,Denton County,5724,1,3750,1953
48121021100,Texas,Denton County,2843,1,1232,1957
48121021201,Texas,Denton County,5638,0,0,3878
48121021202,Texas,Denton County,4242,0,NULL,1623
48121021301,Texas,Denton County,3368,0,0,2960
48121021303,Texas,Denton County,6700,0,125,1482
48121021304,Texas,Denton County,5561,0,436,1369
48121021305,Texas,Denton County,3642,0,52,760
48121021403,Texas,Denton County,9615,0,967,2312
48121021404,Texas,Denton County,7929,0,613,1272
48121021405,Texas,Denton County,9371,0,2481,3517
48121021406,Texas,Denton County,6977,0,130,716
48121021407,Texas,Denton County,6413,0,1,1068
48121021408,Texas,Denton County,6469,0,549,1044
48121021409,Texas,Denton County,7887,0,668,1381
48121021502,Texas,Denton County,4478,0,NULL,2319
48121021505,Texas,Denton County,5628,0,79,1257
48121021512,Texas,Denton County,4619,0,251,293
48121021513,Texas,Denton County,3544,0,203,275
48121021514,Texas,Denton County,4203,0,42,355
48121021515,Texas,Denton County,5792,0,43,1190
48121021516,Texas,Denton County,6607,0,199,1309
48121021517,Texas,Denton County,2557,0,NULL,774
48121021518,Texas,Denton County,3085,0,55,290
48121021519,Texas,Denton County,12177,0,1598,2029
48121021520,Texas,Denton County,3818,0,134,1267
48121021521,Texas,Denton County,4241,0,21,970
48121021522,Texas,Denton County,723,0,48,250
48121021523,Texas,Denton County,3600,0,1142,1278
48121021524,Texas,Denton County,1775,0,33,87
48121021525,Texas,Denton County,8025,0,57,628
48121021526,Texas,Denton County,6031,0,0,540
48121021527,Texas,Denton County,6056,0,NULL,494
48121021611,Texas,Denton County,4000,0,NULL,1522
48121021612,Texas,Denton County,3728,0,7,723
48121021613,Texas,Denton County,5356,0,34,1978
48121021614,Texas,Denton County,3831,1,284,1512
48121021615,Texas,Denton County,4710,0,13,1668
48121021616,Texas,Denton County,4441,1,206,1998
48121021618,Texas,Denton County,4169,0,21,1531
48121021619,Texas,Denton County,2658,0,18,1271
48121021620,Texas,Denton County,1654,0,0,762
48121021621,Texas,Denton County,3700,0,0,527
48121021622,Texas,Denton County,5223,0,189,828
48121021623,Texas,Denton County,5490,0,157,1192
48121021624,Texas,Denton County,7187,0,455,2096
48121021625,Texas,Denton County,3818,0,220,742
48121021626,Texas,Denton County,2091,0,7,197
48121021627,Texas,Denton County,6009,0,141,720
48121021628,Texas,Denton County,6443,0,230,1236
48121021629,Texas,Denton County,5419,0,91,539
48121021630,Texas,Denton County,4832,0,NULL,868
48121021631,Texas,Denton County,5252,0,32,389
48121021632,Texas,Denton County,3463,0,312,623
48121021633,Texas,Denton County,4336,0,101,532
48121021634,Texas,Denton County,4800,0,NULL,1689
48121021635,Texas,Denton County,4176,0,NULL,1744
48121021636,Texas,Denton County,6507,0,NULL,2081
48121021637,Texas,Denton County,4141,0,6,2115
48121021638,Texas,Denton County,3984,0,71,1238
48121021715,Texas,Denton County,4320,0,17,653
48121021716,Texas,Denton County,5333,0,8,1109
48121021717,Texas,Denton County,5318,0,NULL,1551
48121021718,Texas,Denton County,7561,0,226,483
48121021719,Texas,Denton County,4239,0,59,270
48121021720,Texas,Denton County,2914,0,1,191
48121021721,Texas,Denton County,3678,0,304,488
48121021722,Texas,Denton County,4050,0,18,648
48121021723,Texas,Denton County,1334,0,139,260
48121021724,Texas,Denton County,4051,0,9,79
48121021725,Texas,Denton County,3643,0,NULL,169
48121021726,Texas,Denton County,3096,0,NULL,360
48121021727,Texas,Denton County,4402,0,20,372
48121021728,Texas,Denton County,1710,0,19,1396
48121021729,Texas,Denton County,2892,0,0,217
48121021730,Texas,Denton County,3637,0,65,228
48121021731,Texas,Denton County,3428,0,0,227
48121021732,Texas,Denton County,2131,0,NULL,416
48121021733,Texas,Denton County,2721,0,NULL,808
48121021734,Texas,Denton County,2771,0,NULL,1386
48121021735,Texas,Denton County,3553,0,NULL,797
48121021736,Texas,Denton County,2017,0,NULL,516
48121021737,Texas,Denton County,4287,0,84,915
48121021738,Texas,Denton County,2388,0,71,797
48121021739,Texas,Denton County,3585,0,NULL,2015
48121021740,Texas,Denton County,4764,0,NULL,1395
48121021741,Texas,Denton County,1885,0,40,429
48121021742,Texas,Denton County,6220,0,0,2436
48121021743,Texas,Denton County,3574,0,NULL,1470
48121021744,Texas,Denton County,3352,0,NULL,1747
48121021745,Texas,Denton County,5571,0,NULL,1834
48121021746,Texas,Denton County,3588,0,77,270
48121021747,Texas,Denton County,3949,0,59,354
48121021748,Texas,Denton County,4067,0,15,294
48121021749,Texas,Denton County,3302,0,73,138
48121021750,Texas,Denton County,3890,0,98,323
48121021751,Texas,Denton County,4891,0,43,309
48121021752,Texas,Denton County,4801,0,20,182
48121021753,Texas,Denton County,5089,0,173,562
48121021800,Texas,Denton County,3796,0,305,421
48121021900,Texas,Denton County,4609,0,108,464
48123970100,Texas,DeWitt County,4006,0,85,2032
48123970200,Texas,DeWitt County,5486,0,237,2108
48123970300,Texas,DeWitt County,4193,0,17,1301
48123970400,Texas,DeWitt County,3704,0,81,1125
48123970500,Texas,DeWitt County,2708,0,17,666
48125950300,Texas,Dickens County,2444,0,144,916
48127950200,Texas,Dimmit County,7715,1,1916,4859
48127950400,Texas,Dimmit County,2281,1,749,1366
48129950200,Texas,Donley County,2057,0,NULL,660
48129950300,Texas,Donley County,1620,0,203,460
48131950100,Texas,Duval County,5314,0,42,2542
48131950200,Texas,Duval County,3290,0,17,1496
48131950500,Texas,Duval County,3178,1,1580,1854
48133950100,Texas,Eastland County,2980,0,19,1650
48133950200,Texas,Eastland County,6116,0,NULL,2962
48133950300,Texas,Eastland County,5120,1,620,1788
48133950400,Texas,Eastland County,1932,1,560,781
48133950500,Texas,Eastland County,2435,1,824,981
48135000100,Texas,Ector County,3084,1,1063,1099
48135000300,Texas,Ector County,1680,0,524,567
48135000400,Texas,Ector County,4093,0,NULL,1178
48135000500,Texas,Ector County,4474,0,155,1815
48135000600,Texas,Ector County,5740,0,NULL,1869
48135000700,Texas,Ector County,5150,0,15,2410
48135000800,Texas,Ector County,3528,0,NULL,851
48135001000,Texas,Ector County,4666,0,NULL,1189
48135001100,Texas,Ector County,6720,1,470,3358
48135001300,Texas,Ector County,5160,0,NULL,1200
48135001500,Texas,Ector County,4937,0,NULL,2237
48135001600,Texas,Ector County,5945,0,NULL,985
48135001700,Texas,Ector County,6069,0,0,1885
48135001800,Texas,Ector County,3022,0,NULL,2115
48135001900,Texas,Ector County,5076,0,NULL,2722
48135002000,Texas,Ector County,3501,0,15,1844
48135002200,Texas,Ector County,3117,0,103,1396
48135002300,Texas,Ector County,3477,0,10,818
48135002400,Texas,Ector County,5189,0,10,1061
48135002501,Texas,Ector County,3440,0,396,810
48135002502,Texas,Ector County,5647,0,121,1624
48135002503,Texas,Ector County,5067,0,33,1488
48135002700,Texas,Ector County,9601,0,2583,3901
48135002801,Texas,Ector County,4086,0,NULL,2141
48135002802,Texas,Ector County,9020,0,2109,3333
48135002900,Texas,Ector County,3368,0,401,409
48135003000,Texas,Ector County,8541,0,1839,2327
48135003100,Texas,Ector County,3732,0,NULL,1891
48137950300,Texas,Edwards County,2002,0,219,997
48139060101,Texas,Ellis County,7626,0,NULL,3142
48139060102,Texas,Ellis County,7075,0,0,2336
48139060204,Texas,Ellis County,8596,0,932,1345
48139060206,Texas,Ellis County,5886,0,252,1427
48139060207,Texas,Ellis County,6300,0,1063,1207
48139060208,Texas,Ellis County,3849,0,794,1066
48139060209,Texas,Ellis County,3764,0,NULL,488
48139060210,Texas,Ellis County,1498,0,NULL,215
48139060211,Texas,Ellis County,3103,0,NULL,647
48139060212,Texas,Ellis County,4092,0,NULL,1060
48139060213,Texas,Ellis County,6460,0,NULL,1267
48139060214,Texas,Ellis County,7218,0,337,441
48139060300,Texas,Ellis County,4236,0,337,1651
48139060400,Texas,Ellis County,4216,1,1124,1746
48139060500,Texas,Ellis County,3196,1,566,1371
48139060600,Texas,Ellis County,8268,0,47,3047
48139060701,Texas,Ellis County,2047,0,NULL,547
48139060702,Texas,Ellis County,3747,0,NULL,1187
48139060703,Texas,Ellis County,1862,0,NULL,686
48139060801,Texas,Ellis County,6286,0,337,679
48139060802,Texas,Ellis County,5978,0,215,970
48139060803,Texas,Ellis County,1326,0,NULL,326
48139060900,Texas,Ellis County,6086,0,NULL,1274
48139061000,Texas,Ellis County,4185,0,0,1524
48139061100,Texas,Ellis County,4573,0,1544,1975
48139061200,Texas,Ellis County,2107,0,5,748
48139061300,Texas,Ellis County,2292,0,NULL,930
48139061400,Texas,Ellis County,7595,0,1085,1579
48139061500,Texas,Ellis County,5338,1,789,2780
48139061600,Texas,Ellis County,6253,1,1524,3379
48139061700,Texas,Ellis County,4552,0,22,1105
48141000101,Texas,El Paso County,7464,0,NULL,3395
48141000106,Texas,El Paso County,6081,0,60,1898
48141000107,Texas,El Paso County,5807,1,1992,2998
48141000108,Texas,El Paso County,2505,1,1336,1565
48141000109,Texas,El Paso County,3867,0,31,2031
48141000110,Texas,El Paso County,3571,0,NULL,2236
48141000111,Texas,El Paso County,2587,0,NULL,1019
48141000112,Texas,El Paso County,4594,0,NULL,2062
48141000204,Texas,El Paso County,5283,0,174,2806
48141000205,Texas,El Paso County,4248,0,NULL,3116
48141000206,Texas,El Paso County,4787,0,49,2467
48141000207,Texas,El Paso County,4761,1,2613,2743
48141000208,Texas,El Paso County,3429,1,2090,2358
48141000301,Texas,El Paso County,6417,0,NULL,4898
48141000302,Texas,El Paso County,5626,1,729,4327
48141000401,Texas,El Paso County,6253,0,1690,2388
48141000403,Texas,El Paso County,3373,0,NULL,1569
48141000404,Texas,El Paso County,4316,0,NULL,3093
48141000600,Texas,El Paso County,4727,0,25,2943
48141000800,Texas,El Paso County,5916,0,NULL,3158
48141000900,Texas,El Paso County,7871,1,434,4922
48141001001,Texas,El Paso County,3223,0,NULL,2335
48141001002,Texas,El Paso County,3845,0,NULL,2447
48141001104,Texas,El Paso County,7923,0,NULL,3253
48141001107,Texas,El Paso County,7034,0,259,1605
48141001109,Texas,El Paso County,4722,0,300,821
48141001110,Texas,El Paso County,4684,0,200,2051
48141001111,Texas,El Paso County,4811,1,1949,1882
48141001112,Texas,El Paso County,4841,0,45,1502
48141001113,Texas,El Paso County,7040,0,NULL,3476
48141001114,Texas,El Paso County,4988,0,342,2935
48141001115,Texas,El Paso County,3445,1,1007,3005
48141001201,Texas,El Paso County,5657,0,NULL,2663
48141001202,Texas,El Paso County,4846,0,NULL,2024
48141001203,Texas,El Paso County,968,0,NULL,625
48141001301,Texas,El Paso County,3585,0,111,1198
48141001302,Texas,El Paso County,7344,0,334,1374
48141001400,Texas,El Paso County,2232,1,360,1067
48141001501,Texas,El Paso County,5203,0,771,1650
48141001502,Texas,El Paso County,2779,0,3,463
48141001600,Texas,El Paso County,4515,0,0,2759
48141001700,Texas,El Paso County,698,0,NULL,395
48141001800,Texas,El Paso County,1369,0,8,914
48141001900,Texas,El Paso County,2997,0,NULL,2051
48141002000,Texas,El Paso County,2171,0,NULL,2081
48141002100,Texas,El Paso County,3050,0,NULL,1853
48141002201,Texas,El Paso County,3372,0,157,1745
48141002202,Texas,El Paso County,4712,0,NULL,2742
48141002300,Texas,El Paso County,4863,0,240,2599
48141002400,Texas,El Paso County,3614,0,NULL,1612
48141002500,Texas,El Paso County,6084,1,548,2739
48141002600,Texas,El Paso County,3337,0,NULL,1550
48141002800,Texas,El Paso County,5732,0,NULL,3773
48141002900,Texas,El Paso County,1552,0,NULL,1283
48141003000,Texas,El Paso County,4188,0,99,2179
48141003100,Texas,El Paso County,3622,0,0,2476
48141003200,Texas,El Paso County,2774,0,NULL,1933
48141003300,Texas,El Paso County,5921,0,NULL,2952
48141003402,Texas,El Paso County,6496,1,533,3531
48141003403,Texas,El Paso County,5788,0,122,3083
48141003404,Texas,El Paso County,6362,0,1049,2075
48141003501,Texas,El Paso County,2939,1,1302,1669
48141003502,Texas,El Paso County,4923,1,633,3208
48141003601,Texas,El Paso County,4225,0,42,2013
48141003602,Texas,El Paso County,3043,1,1341,1938
48141003701,Texas,El Paso County,4417,1,2457,2559
48141003702,Texas,El Paso County,4738,1,3177,2910
48141003801,Texas,El Paso County,5799,1,2372,2829
48141003803,Texas,El Paso County,3250,1,874,1755
48141003804,Texas,El Paso County,3925,1,1175,2785
48141003901,Texas,El Paso County,3950,1,551,2704
48141003902,Texas,El Paso County,2854,0,13,1868
48141003903,Texas,El Paso County,6921,1,1309,4337
48141004002,Texas,El Paso County,8382,1,510,6734
48141004003,Texas,El Paso County,8507,0,119,4945
48141004004,Texas,El Paso County,5584,0,NULL,3302
48141004103,Texas,El Paso County,6939,0,0,4426
48141004104,Texas,El Paso County,6598,0,NULL,2940
48141004105,Texas,El Paso County,3799,0,NULL,1935
48141004106,Texas,El Paso County,5271,0,NULL,2808
48141004107,Texas,El Paso County,1459,0,0,679
48141004201,Texas,El Paso County,6397,0,38,3724
48141004202,Texas,El Paso County,5958,0,NULL,2398
48141004303,Texas,El Paso County,5956,0,293,1528
48141004307,Texas,El Paso County,5548,0,NULL,2358
48141004309,Texas,El Paso County,4796,0,0,2000
48141004310,Texas,El Paso County,5269,1,501,2893
48141004311,Texas,El Paso County,4445,0,309,1283
48141004312,Texas,El Paso County,5300,0,NULL,1700
48141004313,Texas,El Paso County,3316,0,2,1281
48141004314,Texas,El Paso County,5459,0,NULL,2152
48141004316,Texas,El Paso County,6289,0,NULL,2448
48141004317,Texas,El Paso County,4263,0,NULL,1626
48141004318,Texas,El Paso County,3957,0,NULL,972
48141004319,Texas,El Paso County,5709,0,NULL,1947
48141004320,Texas,El Paso County,3431,0,NULL,1570
48141010101,Texas,El Paso County,3673,0,1243,1239
48141010102,Texas,El Paso County,4799,1,1886,1729
48141010103,Texas,El Paso County,2550,0,204,278
48141010203,Texas,El Paso County,4732,1,12,2320
48141010207,Texas,El Paso County,4803,0,NULL,2337
48141010210,Texas,El Paso County,5902,0,11,1603
48141010211,Texas,El Paso County,2930,0,NULL,326
48141010212,Texas,El Paso County,5613,0,NULL,1934
48141010213,Texas,El Paso County,5740,0,676,989
48141010214,Texas,El Paso County,6440,0,1017,934
48141010215,Texas,El Paso County,6597,0,203,2177
48141010216,Texas,El Paso County,7035,1,527,5344
48141010217,Texas,El Paso County,5023,0,417,1132
48141010218,Texas,El Paso County,2781,0,714,1082
48141010219,Texas,El Paso County,7642,0,1042,2182
48141010220,Texas,El Paso County,4459,0,58,3158
48141010221,Texas,El Paso County,6752,0,NULL,3051
48141010222,Texas,El Paso County,2175,0,NULL,1195
48141010303,Texas,El Paso County,3489,0,NULL,1105
48141010307,Texas,El Paso County,6366,0,NULL,2642
48141010311,Texas,El Paso County,6997,0,1464,3053
48141010312,Texas,El Paso County,4197,0,538,1419
48141010316,Texas,El Paso County,4418,1,493,1792
48141010317,Texas,El Paso County,4411,0,14,1981
48141010319,Texas,El Paso County,641,0,32,358
48141010322,Texas,El Paso County,4861,1,1961,2883
48141010323,Texas,El Paso County,4238,0,17,1023
48141010324,Texas,El Paso County,8836,0,NULL,2021
48141010325,Texas,El Paso County,8377,1,482,4859
48141010326,Texas,El Paso County,5015,0,NULL,1370
48141010327,Texas,El Paso County,3904,0,NULL,1179
48141010328,Texas,El Paso County,3825,0,NULL,1426
48141010329,Texas,El Paso County,5021,0,NULL,2963
48141010330,Texas,El Paso County,11245,0,NULL,4370
48141010331,Texas,El Paso County,9763,0,0,4908
48141010332,Texas,El Paso County,8500,0,NULL,5403
48141010333,Texas,El Paso County,4772,1,3019,2845
48141010334,Texas,El Paso County,3469,0,NULL,2456
48141010335,Texas,El Paso County,3991,0,0,2772
48141010336,Texas,El Paso County,6638,0,28,2834
48141010337,Texas,El Paso County,6744,0,463,1746
48141010338,Texas,El Paso County,6989,0,1106,1527
48141010339,Texas,El Paso County,8264,1,2336,4054
48141010340,Texas,El Paso County,2265,0,NULL,1605
48141010341,Texas,El Paso County,16119,0,NULL,11464
48141010342,Texas,El Paso County,11505,0,NULL,5982
48141010343,Texas,El Paso County,6835,0,181,1704
48141010344,Texas,El Paso County,3430,0,0,1958
48141010345,Texas,El Paso County,6959,1,3833,4806
48141010346,Texas,El Paso County,4445,1,1123,3153
48141010347,Texas,El Paso County,4350,1,1211,2548
48141010401,Texas,El Paso County,5981,1,642,3368
48141010404,Texas,El Paso County,4726,1,2143,2988
48141010405,Texas,El Paso County,6261,1,1717,4865
48141010406,Texas,El Paso County,4395,1,2193,1952
48141010407,Texas,El Paso County,6341,1,2764,4406
48141010408,Texas,El Paso County,4019,0,15,2072
48141010409,Texas,El Paso County,6377,0,192,4355
48141010501,Texas,El Paso County,4291,0,NULL,2785
48141010502,Texas,El Paso County,2281,0,0,1243
48141010504,Texas,El Paso County,1834,0,NULL,924
48141010505,Texas,El Paso County,4000,1,422,2279
48141010506,Texas,El Paso County,3982,0,NULL,1891
48141010600,Texas,El Paso County,6146,0,2,3690
48141980000,Texas,El Paso County,2,0,0,0
48143950100,Texas,Erath County,3054,0,668,812
48143950201,Texas,Erath County,3455,0,54,880
48143950202,Texas,Erath County,6399,0,188,2713
48143950300,Texas,Erath County,6193,1,1110,2852
48143950400,Texas,Erath County,6517,0,483,2303
48143950500,Texas,Erath County,6967,1,2954,4289
48143950600,Texas,Erath County,3153,1,1171,1995
48143950700,Texas,Erath County,2152,1,235,863
48145000200,Texas,Falls County,2937,0,134,843
48145000300,Texas,Falls County,3708,1,535,2079
48145000400,Texas,Falls County,2220,0,33,867
48145000500,Texas,Falls County,2244,0,123,698
48145000700,Texas,Falls County,2765,0,NULL,1129
48145000800,Texas,Falls County,3992,0,95,969
48147950100,Texas,Fannin County,2850,1,1330,1367
48147950300,Texas,Fannin County,3095,0,0,861
48147950401,Texas,Fannin County,4510,1,413,1668
48147950402,Texas,Fannin County,6442,0,1747,2197
48147950500,Texas,Fannin County,2661,0,581,882
48147950600,Texas,Fannin County,2386,0,NULL,944
48147950701,Texas,Fannin County,4454,0,23,1519
48147950702,Texas,Fannin County,3103,0,NULL,608
48147950800,Texas,Fannin County,4414,0,314,853
48149970100,Texas,Fayette County,1964,0,NULL,481
48149970200,Texas,Fayette County,2326,0,7,449
48149970300,Texas,Fayette County,5812,0,227,1982
48149970400,Texas,Fayette County,3504,0,4,1058
48149970500,Texas,Fayette County,3847,0,998,1257
48149970600,Texas,Fayette County,5106,0,NULL,1904
48149970700,Texas,Fayette County,1995,0,137,558
48151950300,Texas,Fisher County,1785,0,116,473
48151950400,Texas,Fisher County,2189,0,30,830
48153950500,Texas,Floyd County,2622,0,24,800
48153950600,Texas,Floyd County,3824,1,264,1793
48155950100,Texas,Foard County,1336,1,552,567
48157670101,Texas,Fort Bend County,6801,1,344,3392
48157670102,Texas,Fort Bend County,3383,0,17,1288
48157670200,Texas,Fort Bend County,8322,0,9,3647
48157670300,Texas,Fort Bend County,3801,1,288,1504
48157670400,Texas,Fort Bend County,5058,1,1913,2324
48157670500,Texas,Fort Bend County,4102,0,70,1203
48157670601,Texas,Fort Bend County,8975,0,39,1870
48157670602,Texas,Fort Bend County,1907,1,935,927
48157670700,Texas,Fort Bend County,3382,0,NULL,1028
48157670800,Texas,Fort Bend County,14354,0,2321,5481
48157670901,Texas,Fort Bend County,10214,0,43,618
48157670902,Texas,Fort Bend County,5020,0,1413,1736
48157671001,Texas,Fort Bend County,5412,0,186,524
48157671002,Texas,Fort Bend County,6459,0,376,1321
48157671100,Texas,Fort Bend County,8174,0,1435,2322
48157671200,Texas,Fort Bend County,6153,0,5,1664
48157671300,Texas,Fort Bend County,3834,0,NULL,1546
48157671400,Texas,Fort Bend County,8877,1,384,2774
48157671501,Texas,Fort Bend County,7785,0,600,968
48157671502,Texas,Fort Bend County,1682,0,NULL,170
48157671601,Texas,Fort Bend County,6631,0,16,1345
48157671602,Texas,Fort Bend County,3596,0,44,394
48157671700,Texas,Fort Bend County,5103,0,403,923
48157671800,Texas,Fort Bend County,3011,1,554,1054
48157671900,Texas,Fort Bend County,4130,0,NULL,549
48157672001,Texas,Fort Bend County,8542,0,NULL,2663
48157672002,Texas,Fort Bend County,6279,0,NULL,1547
48157672100,Texas,Fort Bend County,4386,0,55,461
48157672200,Texas,Fort Bend County,3031,0,167,639
48157672301,Texas,Fort Bend County,7796,0,NULL,1465
48157672302,Texas,Fort Bend County,9225,0,0,1277
48157672400,Texas,Fort Bend County,8751,0,NULL,2625
48157672500,Texas,Fort Bend County,7458,0,46,2526
48157672601,Texas,Fort Bend County,10258,1,423,5580
48157672602,Texas,Fort Bend County,6332,0,49,2114
48157672701,Texas,Fort Bend County,14078,0,1437,4066
48157672702,Texas,Fort Bend County,6942,0,1216,1717
48157672800,Texas,Fort Bend County,8069,0,1133,1687
48157672900,Texas,Fort Bend County,28537,0,2686,10279
48157673001,Texas,Fort Bend County,8459,0,NULL,574
48157673002,Texas,Fort Bend County,7617,0,685,1892
48157673003,Texas,Fort Bend County,12920,0,24,538
48157673101,Texas,Fort Bend County,33201,0,328,5606
48157673102,Texas,Fort Bend County,15344,0,567,2112
48157673200,Texas,Fort Bend County,5677,0,NULL,875
48157673300,Texas,Fort Bend County,4699,0,NULL,1040
48157673400,Texas,Fort Bend County,14932,0,NULL,1944
48157673500,Texas,Fort Bend County,8541,0,562,1225
48157673600,Texas,Fort Bend County,6966,0,689,984
48157673700,Texas,Fort Bend County,2209,0,NULL,12
48157673800,Texas,Fort Bend County,9342,0,1641,2518
48157673901,Texas,Fort Bend County,8763,0,564,725
48157673902,Texas,Fort Bend County,5679,0,35,836
48157674000,Texas,Fort Bend County,7972,0,4,1613
48157674100,Texas,Fort Bend County,6922,0,38,1063
48157674200,Texas,Fort Bend County,5600,0,44,111
48157674300,Texas,Fort Bend County,8794,0,0,997
48157674400,Texas,Fort Bend County,10074,0,299,1423
48157674501,Texas,Fort Bend County,6603,0,79,1036
48157674502,Texas,Fort Bend County,16767,0,2937,3701
48157674601,Texas,Fort Bend County,3762,0,4,254
48157674602,Texas,Fort Bend County,7641,0,491,627
48157674603,Texas,Fort Bend County,5999,0,1055,1152
48157674604,Texas,Fort Bend County,4607,0,272,497
48157674700,Texas,Fort Bend County,11165,0,NULL,3091
48157674800,Texas,Fort Bend County,5645,0,190,2974
48157674900,Texas,Fort Bend County,5543,1,541,3620
48157675000,Texas,Fort Bend County,3224,0,65,1962
48157675100,Texas,Fort Bend County,9099,0,NULL,4730
48157675200,Texas,Fort Bend County,5623,1,227,3282
48157675300,Texas,Fort Bend County,6679,1,1823,3565
48157675400,Texas,Fort Bend County,6298,0,NULL,2929
48157675500,Texas,Fort Bend County,11151,0,1536,2509
48157675600,Texas,Fort Bend County,5808,0,282,2059
48157675700,Texas,Fort Bend County,6808,0,1029,1766
48157675800,Texas,Fort Bend County,3392,0,NULL,1456
48159950100,Texas,Franklin County,5385,0,1224,1198
48159950200,Texas,Franklin County,2763,1,980,964
48159950300,Texas,Franklin County,2457,0,0,947
48161000100,Texas,Freestone County,5357,0,345,1834
48161000200,Texas,Freestone County,1231,0,131,324
48161000300,Texas,Freestone County,1212,0,49,511
48161000400,Texas,Freestone County,2343,1,232,985
48161000600,Texas,Freestone County,4938,0,5,1147
48161000700,Texas,Freestone County,3139,1,391,1382
48161000900,Texas,Freestone County,1596,1,575,789
48163950100,Texas,Frio County,6200,0,82,2358
48163950200,Texas,Frio County,6343,1,1074,3407
48163950300,Texas,Frio County,4674,1,851,1571
48165950100,Texas,Gaines County,3511,0,25,1617
48165950200,Texas,Gaines County,8643,0,217,4953
48165950300,Texas,Gaines County,5372,0,NULL,1935
48167720100,Texas,Galveston County,5874,0,59,797
48167720200,Texas,Galveston County,4465,0,192,629
48167720301,Texas,Galveston County,2268,0,3,304
48167720302,Texas,Galveston County,7004,0,319,782
48167720400,Texas,Galveston County,5923,0,257,445
48167720501,Texas,Galveston County,4268,0,477,787
48167720502,Texas,Galveston County,9546,0,83,1907
48167720503,Texas,Galveston County,14007,0,684,976
48167720600,Texas,Galveston County,11205,0,164,617
48167720700,Texas,Galveston County,9369,0,797,1684
48167720800,Texas,Galveston County,3648,0,657,1213
48167720900,Texas,Galveston County,5513,0,222,1582
48167721000,Texas,Galveston County,1858,0,280,649
48167721100,Texas,Galveston County,10440,0,1873,4550
48167721201,Texas,Galveston County,17172,0,692,3948
48167721202,Texas,Galveston County,3126,0,226,663
48167721300,Texas,Galveston County,4699,0,120,1313
48167721400,Texas,Galveston County,7164,0,541,1629
48167721500,Texas,Galveston County,6767,0,176,989
48167721600,Texas,Galveston County,1900,1,396,839
48167721700,Texas,Galveston County,7937,1,257,3936
48167721800,Texas,Galveston County,4540,1,2236,2412
48167721900,Texas,Galveston County,8613,0,NULL,5080
48167722001,Texas,Galveston County,5486,0,246,1315
48167722002,Texas,Galveston County,3377,0,NULL,1182
48167722100,Texas,Galveston County,6627,0,37,2429
48167722200,Texas,Galveston County,3116,0,NULL,2052
48167722300,Texas,Galveston County,7335,1,1592,4371
48167722600,Texas,Galveston County,2097,0,8,928
48167722700,Texas,Galveston County,4200,1,955,2095
48167722800,Texas,Galveston County,2538,1,850,1252
48167722900,Texas,Galveston County,2608,1,722,1327
48167723000,Texas,Galveston County,3319,1,400,1732
48167723100,Texas,Galveston County,3216,0,1083,1060
48167723200,Texas,Galveston County,3362,0,1086,1398
48167723300,Texas,Galveston County,5457,0,509,1237
48167723400,Texas,Galveston County,6706,0,NULL,1758
48167723501,Texas,Galveston County,1021,0,176,254
48167723502,Texas,Galveston County,8883,0,1552,2190
48167723600,Texas,Galveston County,4306,0,1193,1329
48167723700,Texas,Galveston County,2170,1,1100,1173
48167723800,Texas,Galveston County,4098,0,622,618
48167723900,Texas,Galveston County,2417,0,95,823
48167724000,Texas,Galveston County,2393,1,902,395
48167724101,Texas,Galveston County,1241,0,182,449
48167724200,Texas,Galveston County,2748,0,0,1089
48167724300,Texas,Galveston County,3104,0,NULL,1294
48167724400,Texas,Galveston County,3312,0,178,1554
48167724500,Texas,Galveston County,849,0,NULL,423
48167724600,Texas,Galveston County,1793,0,NULL,1383
48167724700,Texas,Galveston County,1916,0,NULL,1102
48167724800,Texas,Galveston County,1622,0,85,529
48167724900,Texas,Galveston County,1910,0,NULL,509
48167725000,Texas,Galveston County,2262,0,NULL,752
48167725100,Texas,Galveston County,1886,0,NULL,960
48167725200,Texas,Galveston County,1661,0,NULL,1254
48167725300,Texas,Galveston County,1898,0,NULL,783
48167725400,Texas,Galveston County,3906,0,NULL,1473
48167725500,Texas,Galveston County,1118,0,NULL,209
48167725600,Texas,Galveston County,3097,0,13,2044
48167725700,Texas,Galveston County,2214,0,13,320
48167725800,Texas,Galveston County,3081,0,88,1634
48167725900,Texas,Galveston County,2214,0,NULL,952
48167726000,Texas,Galveston County,1566,0,NULL,228
48167726100,Texas,Galveston County,2935,0,0,442
48167726200,Texas,Galveston County,2938,1,808,1491
48169950100,Texas,Garza County,6461,0,340,1640
48171950100,Texas,Gillespie County,3899,0,452,1284
48171950200,Texas,Gillespie County,3991,0,209,1386
48171950300,Texas,Gillespie County,7104,0,85,1652
48171950400,Texas,Gillespie County,6092,0,NULL,1928
48171950500,Texas,Gillespie County,3751,0,32,1601
48173950100,Texas,Glasscock County,1226,0,447,530
48175960100,Texas,Goliad County,4054,0,416,1306
